Agnaktor Helm : Agnaktor Carapace x4, Agnaktor Fin+ x1, Ioprey Hide+ x4 : 4 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 4 イーオスの上皮
Agnaktor Mail : Agnaktor Carapace x2, Agnaktor Fin+ x1, Firecell Stone x1 : 2 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 1 獄炎石
Agnaktor Vambraces : Agnaktor Carapace x4, B.Tigrex Claw+ x2, Firestone x4 : 4 炎戈竜の堅殻, 2 黒轟竜の尖爪, 4 紅蓮石
Agnaktor Faulds : Agnaktor Carapace x2, Wyvern Stone x1, Ioprey Scale+ x6 : 2 炎戈竜の堅殻, 1 竜玉, 6 イーオスの上鱗
Agnaktor Greaves : Agnaktor Carapace x3, Brachydios Carapace x3, Ioprey Scale+ x4 : 3 炎戈竜の堅殻, 3 砕竜の堅殻, 4 イーオスの上鱗
Agnaktor Cap : Agnaktor Carapace x4, Agnaktor Fin+ x1, Ioprey Hide+ x4 : 4 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 4 イーオスの上皮
Agnaktor Vest : Agnaktor Carapace x2, Agnaktor Fin+ x1, Firecell Stone x1 : 2 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 1 獄炎石
Agnaktor Guards : Agnaktor Carapace x4, B.Tigrex Claw+ x2, Firestone x4 : 4 炎戈竜の堅殻, 2 黒轟竜の尖爪, 4 紅蓮石
Agnaktor Coat : Agnaktor Carapace x2, Wyvern Stone x1, Ioprey Scale+ x6 : 2 炎戈竜の堅殻, 1 竜玉, 6 イーオスの上鱗
Agnaktor Leggings : Agnaktor Carapace x3, Brachydios Carapace x3, Ioprey Scale+ x4 : 3 炎戈竜の堅殻, 3 砕竜の堅殻, 4 イーオスの上鱗
Akatsuki Kabuto : Lao Shan Horn x1, Lao Shan Shell x4, Brachydios Scalp x1 : 1 老山龍の角, 4 老山龍の甲殻, 1 砕竜の頭殻
Akatsuki Doate : Lao Shan Shell x4, Firestone x2, Tigrex Scalp x1 : 4 老山龍の甲殻, 2 紅蓮石, 1 轟竜の頭殻
Akatsuki Kote : Lao Shan Shell x3, Lao Shan Claw x1, Rathalos Webbing x2 : 3 老山龍の甲殻, 1 老山龍の大爪, 2 火竜の翼膜
Akatsuki Koshiate : Lao Shan Shell x4, Dragonite Ore x3, Gravios Shell x5 : 4 老山龍の甲殻, 3 ドラグライト鉱石, 5 鎧竜の甲殻
Akatsuki Gusoku : Lao Shan Claw x3, Lao Shan Shell x5, Rathian Spike x2 : 3 老山龍の大爪, 5 老山龍の甲殻, 2 雌火竜の棘
Akebono Eboshi : Lao Shan Horn x1, Lao Shan Shell x4, Brachydios Scalp x1 : 1 老山龍の角, 4 老山龍の甲殻, 1 砕竜の頭殻
Akebono Doate : Lao Shan Shell x4, Firestone x2, Tigrex Scalp x1 : 4 老山龍の甲殻, 2 紅蓮石, 1 轟竜の頭殻
Akebono Kote : Lao Shan Shell x3, Lao Shan Claw x1, Rathalos Webbing x2 : 3 老山龍の甲殻, 1 老山龍の大爪, 2 火竜の翼膜
Akebono Koshiate : Lao Shan Shell x4, Dragonite Ore x3, Gravios Shell x5 : 4 老山龍の甲殻, 3 ドラグライト鉱石, 5 鎧竜の甲殻
Akebono Gusoku : Lao Shan Claw x3, Lao Shan Shell x5, Rathian Spike x2 : 3 老山龍の大爪, 5 老山龍の甲殻, 2 雌火竜の棘
Alloy Helm S : Carbalite Ore x1, Levitalite Ore x1, Dragonite Ore x5, Ice Crystal x3 : 1 カブレライト鉱石, 1 レビテライト鉱石, 5 ドラグライト鉱石, 3 氷結晶
Lagiacrus Guards : Lagiacrus Lightning Carapace x1, A.Rathalos Scale+ x3, A.Rathalos Wing x3 : 1 海竜の高電殻, 3 蒼火竜の上鱗, 3 蒼火竜の翼
Lagiacrus Coat : Lagiacrus Lightning Carapace x1, A.Rathalos Carapace x4, Rathalos Plate x1 : 1 海竜の高電殻, 4 蒼火竜の堅殻, 1 火竜の逆鱗
Lagiacrus Leggings : Lagiacrus Lightning Carapace x2, A.Rathalos Scale+ x3, Wyvern Stone x1 : 2 海竜の高電殻, 3 蒼火竜の上鱗, 1 竜玉
Lagombi Helm S : Lagombi Ear+ x2, Stoutbone x2, Great Jaggi Hide x5, Union Ore x3 : 2 白兎獣の大耳, 2 堅牢な骨, 5 狗竜の皮, 3 ユニオン鉱石
Lagombi Mail S : Lagombi Plastron+ x3, Lagombi Pelt+ x3, Jaggi Scale+ x6, Dragonite Ore x4 : 3 白兎獣の堅腹甲, 3 白兎獣の剛毛, 6 ジャギィの上鱗, 4 ドラグライト鉱石
Lagombi Vambraces S : Lagombi Claw+ x2, Lagombi Pelt x3, Lagombi Plastron+ x3, Rare Scarab x2 : 2 白兎獣の凍爪, 3 白兎獣の毛, 3 白兎獣の堅腹甲, 2 マレコガネ
Lagombi Faulds S : Lagombi Pelt+ x3, Lagombi Claw+ x2, Stoutbone x3, Hercudrome x8 : 3 白兎獣の剛毛, 2 白兎獣の凍爪, 3 堅牢な骨, 8 ドスヘラクレス
Lagombi Greaves S : Lagombi Pelt+ x3, Lagombi Plastron+ x3, Lagombi Claw+ x1, Fleshy Hide+ x4 : 3 白兎獣の剛毛, 3 白兎獣の堅腹甲, 1 白兎獣の凍爪, 4 肉厚な上皮
Lagombi Cap S : Lagombi Ear+ x2, Stoutbone x2, Great Jaggi Hide x5, Union Ore x3 : 2 白兎獣の大耳, 2 堅牢な骨, 5 狗竜の皮, 3 ユニオン鉱石
Lagombi Vest S : Lagombi Plastron+ x3, Lagombi Pelt+ x3, Jaggi Scale+ x6, Dragonite Ore x4 : 3 白兎獣の堅腹甲, 3 白兎獣の剛毛, 6 ジャギィの上鱗, 4 ドラグライト鉱石
Lagombi Guards S : Lagombi Claw+ x2, Lagombi Pelt x3, Lagombi Plastron+ x3, Rare Scarab x2 : 2 白兎獣の凍爪, 3 白兎獣の毛, 3 白兎獣の堅腹甲, 2 マレコガネ
Lagombi Coat S : Lagombi Pelt+ x3, Lagombi Claw+ x2, Stoutbone x3, Hercudrome x8 : 3 白兎獣の剛毛, 2 白兎獣の凍爪, 3 堅牢な骨, 8 ドスヘラクレス
Lagombi Leggings S : Lagombi Pelt+ x3, Lagombi Plastron+ x3, Lagombi Claw+ x1, Fleshy Hide+ x4 : 3 白兎獣の剛毛, 3 白兎獣の堅腹甲, 1 白兎獣の凍爪, 4 肉厚な上皮
Lagombi Helm : Lagombi Ear x2, Jumbo Bone x2, Great Jaggi Hide x4, Ice Crystal x2 : 2 白兎獣の耳, 2 大きな骨, 4 狗竜の皮, 2 氷結晶
Lagombi Mail : Lagombi Plastron x2, Lagombi Pelt x2, Jaggi Scale x4, Killer Beetle x3 : 2 白兎獣の腹甲, 2 白兎獣の毛, 4 ジャギィの鱗, 3 キラビートル
Lagombi Vambraces : Lagombi Claw x2, Lagombi Pelt x2, Lagombi Plastron x1, Fleshy Hide x4 : 2 白兎獣の氷爪, 2 白兎獣の毛, 1 白兎獣の腹甲, 4 肉厚な皮
Lagombi Faulds : Lagombi Pelt x3, Lagombi Claw x1, Jumbo Bone x2, Killer Beetle x3 : 3 白兎獣の毛, 1 白兎獣の氷爪, 2 大きな骨, 3 キラビートル
Lagombi Greaves : Lagombi Pelt x2, Lagombi Plastron x2, Lagombi Claw x1, Gluehopper x8 : 2 白兎獣の毛, 2 白兎獣の腹甲, 1 白兎獣の氷爪, 8 のりこねバッタ
Lagombi Cap : Lagombi Ear x2, Jumbo Bone x2, Great Jaggi Hide x4, Ice Crystal x2 : 2 白兎獣の耳, 2 大きな骨, 4 狗竜の皮, 2 氷結晶
Lagombi Vest : Lagombi Plastron x2, Lagombi Pelt x2, Jaggi Scale x4, Killer Beetle x3 : 2 白兎獣の腹甲, 2 白兎獣の毛, 4 ジャギィの鱗, 3 キラビートル
Lagombi Guards : Lagombi Claw x2, Lagombi Pelt x2, Lagombi Plastron x1, Fleshy Hide x4 : 2 白兎獣の氷爪, 2 白兎獣の毛, 1 白兎獣の腹甲, 4 肉厚な皮
Lagombi Coat : Lagombi Pelt x3, Lagombi Claw x1, Jumbo Bone x2, Killer Beetle x3 : 3 白兎獣の毛, 1 白兎獣の氷爪, 2 大きな骨, 3 キラビートル
Lagombi Leggings : Lagombi Pelt x2, Lagombi Plastron x2, Lagombi Claw x1, Gluehopper x8 : 2 白兎獣の毛, 2 白兎獣の腹甲, 1 白兎獣の氷爪, 8 のりこねバッタ
Lavasioth Helm : Lavasioth Fin x1, Lavasioth Scale x3, Striped Skin x2 : 1 溶岩竜のヒレ, 3 溶岩竜の鱗, 2 縞模様の皮
Lavasioth Mail : Lavasioth Scale x2, Lavasioth Fin x3, Flame Sac x2 : 2 溶岩竜の鱗, 3 溶岩竜のヒレ, 2 火炎袋
Lavasioth Vambraces : Lavasioth Scale x3, Monster Bone+ x3, Levitalite Ore x2 : 3 溶岩竜の鱗, 3 上竜骨, 2 レビテライト鉱石
Lavasioth Faulds : Lavasioth Fin x2, Lavasioth Scale x2, Firestone x3 : 2 溶岩竜のヒレ, 2 溶岩竜の鱗, 3 紅蓮石
Lavasioth Greaves : Lavasioth Scale x3, Lavasioth Fin x1, Ioprey Hide x5 : 3 溶岩竜の鱗, 1 溶岩竜のヒレ, 5 イーオスの皮
Lavasioth Cap : Lavasioth Fin x1, Lavasioth Scale x3, Striped Skin x2 : 1 溶岩竜のヒレ, 3 溶岩竜の鱗, 2 縞模様の皮
Lavasioth Vest : Lavasioth Scale x2, Lavasioth Fin x3, Flame Sac x2 : 2 溶岩竜の鱗, 3 溶岩竜のヒレ, 2 火炎袋
Lavasioth Guards : Lavasioth Scale x3, Monster Bone+ x3, Levitalite Ore x2 : 3 溶岩竜の鱗, 3 上竜骨, 2 レビテライト鉱石
Lavasioth Coat : Lavasioth Fin x2, Lavasioth Scale x2, Firestone x3 : 2 溶岩竜のヒレ, 2 溶岩竜の鱗, 3 紅蓮石
Lavasioth Leggings : Lavasioth Scale x3, Lavasioth Fin x1, Ioprey Hide x5 : 3 溶岩竜の鱗, 1 溶岩竜のヒレ, 5 イーオスの皮
Leather Helm S : Quality Pelt x1, Warm Pelt x3, Carbalite Ore x1 : 1 上質な毛皮, 3 暖かい毛皮, 1 カブレライト鉱石
Leather Mail S : Quality Pelt x1, Monster Bone+ x2, Carbalite Ore x1 : 1 上質な毛皮, 2 上竜骨, 1 カブレライト鉱石
Leather Vambraces S : Quality Pelt x1, Monster Bone L x3, Kunchuu Carapace x1 : 1 上質な毛皮, 3 竜骨【大】, 1 盾虫の堅殻
Leather Faulds S : Quality Pelt x1, Monster Bone L x3, Carbalite Ore x1 : 1 上質な毛皮, 3 竜骨【大】, 1 カブレライト鉱石
Leather Greaves S : Quality Pelt x2, Monster Bone+ x2, Kunchuu Carapace x1 : 2 上質な毛皮, 2 上竜骨, 1 盾虫の堅殻
Leather Cap S : Quality Pelt x1, Warm Pelt x3, Carbalite Ore x1 : 1 上質な毛皮, 3 暖かい毛皮, 1 カブレライト鉱石
Leather Vest S : Quality Pelt x1, Monster Bone+ x2, Carbalite Ore x1 : 1 上質な毛皮, 2 上竜骨, 1 カブレライト鉱石
Leather Guards S : Quality Pelt x1, Monster Bone L x3, Kunchuu Carapace x1 : 1 上質な毛皮, 3 竜骨【大】, 1 盾虫の堅殻
Leather Coat S : Quality Pelt x1, Monster Bone L x3, Carbalite Ore x1 : 1 上質な毛皮, 3 竜骨【大】, 1 カブレライト鉱石
Leather Leggings S : Quality Pelt x2, Monster Bone+ x2, Kunchuu Carapace x1 : 2 上質な毛皮, 2 上竜骨, 1 盾虫の堅殻
Leather Hood : Warm Pelt x1, Iron Ore x1 : 1 暖かい毛皮, 1 鉄鉱石
Leather Vest : Warm Pelt x1, Monster Bone S x1 : 1 暖かい毛皮, 1 竜骨【小】
Leather Gloves : Warm Pelt x2 : 2 暖かい毛皮
Leather Belt : Warm Pelt x1, Monster Bone S x1 : 1 暖かい毛皮, 1 竜骨【小】
Leather Pants : Warm Pelt x2 : 2 暖かい毛皮
Legend Hat J : Legend J Pirate Hat x2, Teostra Mane x3, Teostra Horn+ x2, Fire Dragon Powder x2 : 2 伝説Ｊの海賊帽, 3 炎王龍のたてがみ, 2 炎王龍の尖角, 2 炎龍の塵粉
Legend Suit J : Legend J Pirate Hat x1, Fire Dragon Claw+ x4, Teostra Carapace x4, Fire Dragon Gem x1 : 1 伝説Ｊの海賊帽, 4 炎龍の尖爪, 4 炎王龍の堅殻, 1 炎龍の宝玉
Legend Gloves J : Legend J Pirate Hat x1, Fire Dragon Scale x5, Teostra Horn+ x2, Fire Dragon Powder x2 : 1 伝説Ｊの海賊帽, 5 獄炎の龍鱗, 2 炎王龍の尖角, 2 炎龍の塵粉
Legend Coil J : Legend J Pirate Hat x1, Fire Dragon Scale x3, Teostra Carapace x2, Fire Dragon Powder x3 : 1 伝説Ｊの海賊帽, 3 獄炎の龍鱗, 2 炎王龍の堅殻, 3 炎龍の塵粉
Legend Boots J : Legend J Pirate Hat x1, Teostra Carapace x3, Teostra Horn+ x2, Elder Dragon Blood x1 : 1 伝説Ｊの海賊帽, 3 炎王龍の堅殻, 2 炎王龍の尖角, 1 古龍の血
Legend Roger J : Legend J Pirate Hat x2, Teostra Mane x3, Teostra Horn+ x2, Fire Dragon Powder x2 : 2 伝説Ｊの海賊帽, 3 炎王龍のたてがみ, 2 炎王龍の尖角, 2 炎龍の塵粉
Legend Vest J : Legend J Pirate Hat x1, Fire Dragon Claw+ x4, Teostra Carapace x4, Fire Dragon Gem x1 : 1 伝説Ｊの海賊帽, 4 炎龍の尖爪, 4 炎王龍の堅殻, 1 炎龍の宝玉
Legend Cuffs J : Legend J Pirate Hat x1, Fire Dragon Scale x5, Teostra Horn+ x2, Fire Dragon Powder x2 : 1 伝説Ｊの海賊帽, 5 獄炎の龍鱗, 2 炎王龍の尖角, 2 炎龍の塵粉
Legend Skirt J : Legend J Pirate Hat x1, Fire Dragon Scale x3, Teostra Carapace x2, Fire Dragon Powder x3 : 1 伝説Ｊの海賊帽, 3 獄炎の龍鱗, 2 炎王龍の堅殻, 3 炎龍の塵粉
Legend Pants J : Legend J Pirate Hat x1, Teostra Carapace x3, Teostra Horn+ x2, Elder Dragon Blood x1 : 1 伝説Ｊの海賊帽, 3 炎王龍の堅殻, 2 炎王龍の尖角, 1 古龍の血
Light Skin Belt : Slagtoth Hide x5, Altaroth Stomach x3, Slimy Oil x3 : 5 垂皮竜の皮, 3 甲虫の腹袋, 3 カワズの油
Loc LacSuit : Steel Egg x1, Altaroth Stomach x2, Jaggi Hide x3 : 1 鋼のたまご, 2 甲虫の腹袋, 3 ジャギィの皮
Loc Lac Coil : Steel Egg x1, Altaroth Jaw x1, Sharpened Fang x3 : 1 鋼のたまご, 1 甲虫の大顎, 3 とがった牙
Loc Lac Boots : Steel Egg x1, Monster Fluid x1, Jaggi Scale x3 : 1 鋼のたまご, 1 モンスターの体液, 3 ジャギィの鱗
Ludroth Helm : Ludroth Claw x2, Machalite Ore x2, Velociprey Hide x2, Gluehopper x2 : 2 水獣の爪, 2 マカライト鉱石, 2 ランポスの皮, 2 のりこねバッタ
Ludroth Mail : Spongy Hide x2, Ludroth Claw x1, Velociprey Hide x3, Earth Crystal x3 : 2 海綿質の皮, 1 水獣の爪, 3 ランポスの皮, 3 大地の結晶
Ludroth Vambraces : Ludroth Claw x1, Velociprey Scale x2, Spongy Hide x2, Aqua Sac x2 : 1 水獣の爪, 2 ランポスの鱗, 2 海綿質の皮, 2 水袋
Ludroth Faulds : Spongy Hide x3, Velociprey Hide x3, Monster Bone S x2, Earth Crystal x3 : 3 海綿質の皮, 3 ランポスの皮, 2 竜骨【小】, 3 大地の結晶
Ludroth Greaves : Ludroth Claw x2, Velociprey Scale x3, Spongy Hide x2, Gluehopper x3 : 2 水獣の爪, 3 ランポスの鱗, 2 海綿質の皮, 3 のりこねバッタ
Ludroth Cap : Ludroth Claw x2, Machalite Ore x2, Velociprey Hide x2, Gluehopper x2 : 2 水獣の爪, 2 マカライト鉱石, 2 ランポスの皮, 2 のりこねバッタ
Ludroth Vest : Spongy Hide x2, Ludroth Claw x1, Velociprey Hide x3, Earth Crystal x3 : 2 海綿質の皮, 1 水獣の爪, 3 ランポスの皮, 3 大地の結晶
Ludroth Guards : Ludroth Claw x1, Velociprey Scale x2, Spongy Hide x2, Aqua Sac x2 : 1 水獣の爪, 2 ランポスの鱗, 2 海綿質の皮, 2 水袋
Ludroth Coat : Spongy Hide x3, Velociprey Hide x3, Monster Bone S x2, Earth Crystal x3 : 3 海綿質の皮, 3 ランポスの皮, 2 竜骨【小】, 3 大地の結晶
Ludroth Leggings : Ludroth Claw x2, Velociprey Scale x3, Spongy Hide x2, Gluehopper x3 : 2 水獣の爪, 3 ランポスの鱗, 2 海綿質の皮, 3 のりこねバッタ
MH Club Jacket : MH Club Invite x3, Striped Skin x3, Remobra Skin x3, Guild Ticket x1 : 3 モンハン部入部届, 3 縞模様の皮, 3 翼蛇竜の皮, 1 ギルドチケット
MH Club Shirt : MH Club Invite x3, Striped Skin x3, Remobra Skin x3, Guild Ticket x1 : 3 モンハン部入部届, 3 縞模様の皮, 3 翼蛇竜の皮, 1 ギルドチケット
Maid Headband : Proof of Hope x1, Kut-Ku Scale+ x4, Garuga Long Ear x2 : 1 希望の証, 4 怪鳥の上鱗, 2 黒狼鳥の地獄耳
Maid Suit : Proof of Hope x1, Garuga Scale+ x4, BasariosTears x1 : 1 希望の証, 4 黒狼鳥の上鱗, 1 岩竜の涙
Maid Gloves : Proof of Hope x1, Blue Kut-Ku Scale+ x4, Rejuvenated Beak x2 : 1 希望の証, 4 青怪鳥の上鱗, 2 イカしたクチバシ
Maid Skirt : Proof of Hope x1, Velociprey Claw+ x3, P.Basarios Wing x2 : 1 希望の証, 3 ランポスの尖爪, 2 桃岩竜の翼
Maid Socks : Proof of Hope x1, Basarios Carapace x4, Kut-Ku Long Ear x2 : 1 希望の証, 4 岩竜の堅殻, 2 怪鳥の地獄耳
Maid Cap : Proof of Hope x1, Kut-Ku Scale+ x4, Garuga Long Ear x2 : 1 希望の証, 4 怪鳥の上鱗, 2 黒狼鳥の地獄耳
Maid Vest : Proof of Hope x1, Garuga Scale+ x4, BasariosTears x1 : 1 希望の証, 4 黒狼鳥の上鱗, 1 岩竜の涙
Maid Cuffs : Proof of Hope x1, Blue Kut-Ku Scale+ x4, Rejuvenated Beak x2 : 1 希望の証, 4 青怪鳥の上鱗, 2 イカしたクチバシ
Maid Frill : Proof of Hope x1, Velociprey Claw+ x3, P.Basarios Wing x2 : 1 希望の証, 3 ランポスの尖爪, 2 桃岩竜の翼
Maid Tights : Proof of Hope x1, Basarios Carapace x4, Kut-Ku Long Ear x2 : 1 希望の証, 4 岩竜の堅殻, 2 怪鳥の地獄耳
Menacing Mullet : Ogre's Proof x1, Golden Pelt x3, Deviljho Drool x1, Deviljho Scalp x2 : 1 地上最強の証明, 3 黄金の毛, 1 恐暴竜の唾液, 2 恐暴竜の頭殻
Miralis Hood : Fatalis Devil Eye x3, C.Fatalis Scale x5, C.Fatalis Horn x2, Akantor Gem x1 : 3 黒龍の魔眼, 5 黒龍の紅鱗, 2 黒龍の紅角, 1 覇竜の宝玉
Miralis Hide : C.Fatalis Horn x2, C.Fatalis Shell x5, C.Fatalis Scale x4, S.Zinogre Jade x1 : 2 黒龍の紅角, 5 黒龍の紅殻, 4 黒龍の紅鱗, 1 獄狼竜の昏玉
Miralis Claw : C.Fatalis Horn x2, C.Fatalis Shell x4, C.Fatalis Wing x3, Brachydios Gem x1 : 2 黒龍の紅角, 4 黒龍の紅殻, 3 黒龍の紅翼, 1 砕竜の宝玉
Miralis Wing : C.Fatalis Shell x3, C.Fatalis Scale x2, C.Fatalis Wing x1, C.Fatalis Horn x1 : 3 黒龍の紅殻, 2 黒龍の紅鱗, 1 黒龍の紅翼, 1 黒龍の紅角
Miralis Feet : C.Fatalis Scale x6, C.Fatalis Shell x6, C.Fatalis Wing x2, Deviljho Gem x1 : 6 黒龍の紅鱗, 6 黒龍の紅殻, 2 黒龍の紅翼, 1 恐暴竜の宝玉
Miralis Face : Fatalis Devil Eye x3, C.Fatalis Scale x5, C.Fatalis Horn x2, Akantor Gem x1 : 3 黒龍の魔眼, 5 黒龍の紅鱗, 2 黒龍の紅角, 1 覇竜の宝玉
Miralis Skin : C.Fatalis Horn x2, C.Fatalis Shell x5, C.Fatalis Scale x4, S.Zinogre Jade x1 : 2 黒龍の紅角, 5 黒龍の紅殻, 4 黒龍の紅鱗, 1 獄狼竜の昏玉
Miralis Fist : C.Fatalis Horn x2, C.Fatalis Shell x4, C.Fatalis Wing x3, Brachydios Gem x1 : 2 黒龍の紅角, 4 黒龍の紅殻, 3 黒龍の紅翼, 1 砕竜の宝玉
Miralis Tail : C.Fatalis Shell x3, C.Fatalis Scale x2, C.Fatalis Wing x1, C.Fatalis Horn x1 : 3 黒龍の紅殻, 2 黒龍の紅鱗, 1 黒龍の紅翼, 1 黒龍の紅角
Miralis Legs : C.Fatalis Scale x6, C.Fatalis Shell x6, C.Fatalis Wing x2, Deviljho Gem x1 : 6 黒龍の紅鱗, 6 黒龍の紅殻, 2 黒龍の紅翼, 1 恐暴竜の宝玉
Mizuha Eboshi : Chameleos Hide+ x3, Chameleos Gem x1, Elder Dragon Blood x2 : 3 霞龍の上皮, 1 霞龍の宝玉, 2 古龍の血
Mizuha Muneate : Chameleos Hide+ x2, Chameleos Tail x1, Firecell Stone x2 : 2 霞龍の上皮, 1 霞龍の尻尾, 2 獄炎石
Mizuha Sleeves : Chameleos Hide+ x3, Pale Khezu Steak x1, Elder Dragonbone x6, Proof of Hope x2 : 3 霞龍の上皮, 1 アルビノの霜降り, 6 古龍骨, 2 希望の証
Mizuha Gusoku : Chameleos Hide+ x2, Khezu Hide x2, Union Ore x5, Proof of Hope x1 : 2 霞龍の上皮, 2 真珠色の柔皮, 5 ユニオン鉱石, 1 希望の証
MizuhaObi : Chameleos Hide+ x2, Chameleos Tail x1, Novacrystal x1 : 2 霞龍の上皮, 1 霞龍の尻尾, 1 ノヴァクリスタル
Mutsu Eboshi : Proof of Hope x1, Mohran Scale+ x5, Rough Dragonhorn+ x4, Mohran Rockskin+ x5 : 1 希望の証, 5 豪山龍の上紅鱗, 4 荒々しい龍尖角, 5 豪山龍の堅岩殻
Mutsu Doate : Proof of Hope x1, Mohran Rockskin+ x6, Rough Dragonhorn+ x4, Elder Dragon Blood x1 : 1 希望の証, 6 豪山龍の堅岩殻, 4 荒々しい龍尖角, 1 古龍の血
Mutsu Kote : Proof of Hope x1, Mohran Scale+ x6, Mohran Brace+ x1, Earth Dragongem x1 : 1 希望の証, 6 豪山龍の上紅鱗, 1 豪山龍の上腕甲, 1 大地の龍玉
Mutsu Koshiate : Proof of Hope x1, Mohran Brace+ x4, Mohran Rockskin+ x6, Mohran Scale+ x5 : 1 希望の証, 4 豪山龍の上腕甲, 6 豪山龍の堅岩殻, 5 豪山龍の上紅鱗
Mutsu Gusoku : Proof of Hope x1, Mohran Scale+ x5, Mohran Rockskin+ x6, Earth Dragongem x1 : 1 希望の証, 5 豪山龍の上紅鱗, 6 豪山龍の堅岩殻, 1 大地の龍玉
Nargacuga Helm : Nargacuga Pelt x5, Great Jaggi Hide x5, Striped Skin x5 : 5 迅竜の黒毛, 5 狗竜の皮, 5 縞模様の皮
Nargacuga Mail : Nargacuga Pelt x2, Nargacuga Marrow x1, Khezu Hide x6 : 2 迅竜の黒毛, 1 迅竜の骨髄, 6 真珠色の柔皮
Nargacuga Vambraces : Nargacuga Razor x3, Monster Bone+ x5, Slagtoth Hide x5 : 3 迅竜の刃翼, 5 上竜骨, 5 垂皮竜の皮
Nargacuga Faulds : Nargacuga Pelt x5, Nargacuga Razor x3, Great Jaggi Claw x3 : 5 迅竜の黒毛, 3 迅竜の刃翼, 3 狗竜の爪
Nargacuga Greaves : Nargacuga Pelt x2, Nargacuga Marrow x1, Wyvern Stone x1 : 2 迅竜の黒毛, 1 迅竜の骨髄, 1 竜玉
Nargacuga Cap : Nargacuga Pelt x5, Great Jaggi Hide x5, Striped Skin x5 : 5 迅竜の黒毛, 5 狗竜の皮, 5 縞模様の皮
Nargacuga Vest : Nargacuga Pelt x2, Nargacuga Marrow x1, Khezu Hide x6 : 2 迅竜の黒毛, 1 迅竜の骨髄, 6 真珠色の柔皮
Nargacuga Guards : Nargacuga Razor x3, Monster Bone+ x5, Slagtoth Hide x5 : 3 迅竜の刃翼, 5 上竜骨, 5 垂皮竜の皮
Nargacuga Coat : Nargacuga Pelt x5, Nargacuga Razor x3, Great Jaggi Claw x3 : 5 迅竜の黒毛, 3 迅竜の刃翼, 3 狗竜の爪
Nargacuga Leggings : Nargacuga Pelt x2, Nargacuga Marrow x1, Wyvern Stone x1 : 2 迅竜の黒毛, 1 迅竜の骨髄, 1 竜玉
Nerusukyura Helm S : Nerusukyura Horn+ x4, Nerusukyura Carapace x2, Nerusukyura Spike+ x2, Bnahabra Carapace x4 : 4 影蜘蛛の堅鋏角, 2 影蜘蛛の堅殻, 2 影蜘蛛の上棘, 4 飛甲虫の堅殻
Nerusukyura Mail S : Nerusukyura Horn+ x4, Nerusukyura Carapace x3, Nerusukyura Spike+ x2, Monster Broth x5 : 4 影蜘蛛の堅鋏角, 3 影蜘蛛の堅殻, 2 影蜘蛛の上棘, 5 モンスターの濃汁
Nerusukyura Vambraces S : Nerusukyura Claw+ x4, Nerusukyura Carapace x2, Stoutbone x1, Kunchuu Carapace x3 : 4 影蜘蛛の鋭爪, 2 影蜘蛛の堅殻, 1 堅牢な骨, 3 盾虫の堅殻
Nerusukyura Faulds S : Nerusukyura Carapace x2, Nerusukyura Horn+ x3, Stoutbone x1, Bnahabra Shell x4 : 2 影蜘蛛の堅殻, 3 影蜘蛛の堅鋏角, 1 堅牢な骨, 4 飛甲虫の甲殻
Nerusukyura Greaves S : Nerusukyura Carapace x3, Sleep Sac x4, Gypceros Hide+ x2, Kunchuu Carapace x5 : 3 影蜘蛛の堅殻, 4 睡眠袋, 2 ゴム質の上皮, 5 盾虫の堅殻
Nerusukyura Cap S : Nerusukyura Horn+ x4, Nerusukyura Carapace x2, Nerusukyura Spike+ x2, Bnahabra Carapace x4 : 4 影蜘蛛の堅鋏角, 2 影蜘蛛の堅殻, 2 影蜘蛛の上棘, 4 飛甲虫の堅殻
Nerusukyura Vest S : Nerusukyura Horn+ x4, Nerusukyura Carapace x3, Nerusukyura Spike+ x2, Monster Broth x5 : 4 影蜘蛛の堅鋏角, 3 影蜘蛛の堅殻, 2 影蜘蛛の上棘, 5 モンスターの濃汁
Nerusukyura Guards S : Nerusukyura Claw+ x4, Nerusukyura Carapace x2, Stoutbone x1, Kunchuu Carapace x3 : 4 影蜘蛛の鋭爪, 2 影蜘蛛の堅殻, 1 堅牢な骨, 3 盾虫の堅殻
Nerusukyura Coat S : Nerusukyura Carapace x2, Nerusukyura Horn+ x3, Stoutbone x1, Bnahabra Shell x4 : 2 影蜘蛛の堅殻, 3 影蜘蛛の堅鋏角, 1 堅牢な骨, 4 飛甲虫の甲殻
Nerusukyura Leggings S : Nerusukyura Carapace x3, Sleep Sac x4, Gypceros Hide+ x2, Kunchuu Carapace x5 : 3 影蜘蛛の堅殻, 4 睡眠袋, 2 ゴム質の上皮, 5 盾虫の堅殻
Nerusukyura Helm : Nerusukyura Horn x2, Nerusukyura Shell x1, Nerusukyura Spike x1, Kunchuu Shell x2 : 2 影蜘蛛の鋏角, 1 影蜘蛛の甲殻, 1 影蜘蛛の棘, 2 盾虫の甲殻
