Leather Headgear : Warm Pelt x1, Iron Ore x1 : 1 暖かい毛皮, 1 鉄鉱石
Leather Vest : Bullfango Pelt x1, Iron Ore x1 : 1 ファンゴの毛皮, 1 鉄鉱石
Leather Gloves : Warm Pelt x2 : 2 暖かい毛皮
Leather Belt : Bullfango Pelt x1, Iron Ore x1 : 1 ファンゴの毛皮, 1 鉄鉱石
Leather Pants : Warm Pelt x2 : 2 暖かい毛皮
Piscine Mask : Kelbi Horn x2, Airweed x2, Mystery Bone x2 : 2 ケルビの角, 2 イキツギ藻, 2 なぞの骨
Piscine Belt : Hydro Hide x2, Broken Shell x2 : 2 水生獣の皮, 2 欠けた貝殻
Piscine Breeches : Hydro Hide x2, Big Fin x1 : 2 水生獣の皮, 1 大きなヒレ
Chainmail Headgear : Earth Crystal x1, Iron Ore x1 : 1 大地の結晶, 1 鉄鉱石
Chainmail Vest : Iron Ore x2, Warm Pelt x1 : 2 鉄鉱石, 1 暖かい毛皮
Chainmail Gloves : Iron Ore x1, Whetstone x2 : 1 鉄鉱石, 2 砥石
Chainmail Belt : Iron Ore x1, Warm Pelt x2 : 1 鉄鉱石, 2 暖かい毛皮
Chainmail Pants : Iron Ore x2, Warm Pelt x2 : 2 鉄鉱石, 2 暖かい毛皮
Loc Lac Shawl : Altaroth Stomach x1, Monster Fluid x3, Ice Crystal x3 : 1 甲虫の腹袋, 3 モンスターの体液, 3 氷結晶
Loc Lac Kilt : Altaroth Stomach x2, Altaroth Jaw x2, Ice Crystal x3 : 2 甲虫の腹袋, 2 甲虫の大顎, 3 氷結晶
Loc Lac Boots : Altaroth Jaw x3, Altaroth Stomach x2, Ice Crystal x3 : 3 甲虫の大顎, 2 甲虫の腹袋, 3 氷結晶
Hunter's Helm : Machalite Ore x1, Iron Ore x1, Carpenterbug x2 : 1 マカライト鉱石, 1 鉄鉱石, 2 セッチャクロアリ
Hunter's Mail : Iron Ore x2, Jaggi Scale x1, Monster Bone S x2 : 2 鉄鉱石, 1 ジャギィの鱗, 2 竜骨【小】
Hunter's Vambraces : Earth Crystal x1, Jaggi Scale x2, Ivy x1 : 1 大地の結晶, 2 ジャギィの鱗, 1 ツタの葉
Hunter's Faulds : Machalite Ore x2, Iron Ore x1, Carpenterbug x1 : 2 マカライト鉱石, 1 鉄鉱石, 1 セッチャクロアリ
Hunter's Greaves : Iron Ore x1, Earth Crystal x1, Monster Bone S x2 : 1 鉄鉱石, 1 大地の結晶, 2 竜骨【小】
Hunter's Cap : Machalite Ore x1, Iron Ore x1, Carpenterbug x2 : 1 マカライト鉱石, 1 鉄鉱石, 2 セッチャクロアリ
Hunter's Vest : Iron Ore x2, Jaggi Scale x1, Monster Bone S x2 : 2 鉄鉱石, 1 ジャギィの鱗, 2 竜骨【小】
Hunter's Guards : Earth Crystal x1, Jaggi Scale x2, Ivy x1 : 1 大地の結晶, 2 ジャギィの鱗, 1 ツタの葉
Hunter's Coat : Machalite Ore x2, Iron Ore x1, Carpenterbug x1 : 2 マカライト鉱石, 1 鉄鉱石, 1 セッチャクロアリ
Hunter's Leggings : Iron Ore x1, Earth Crystal x1, Monster Bone S x2 : 1 鉄鉱石, 1 大地の結晶, 2 竜骨【小】
Yukumo Kasa : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Dogi : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Kote : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Obi : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Hakama : Buy in Tanzia Port (1100z) : ※港店売り
Alloy Helm : Machalite Ore x3, Earth Crystal x2, Iron Ore x3 : 3 マカライト鉱石, 2 大地の結晶, 3 鉄鉱石
Alloy Mail : Machalite Ore x3, Pelagicite Ore x2, Iron Ore x2 : 3 マカライト鉱石, 2 シーブライト鉱石, 2 鉄鉱石
Alloy Vambraces : Machalite Ore x2, Earth Crystal x2, Iron Ore x4 : 2 マカライト鉱石, 2 大地の結晶, 4 鉄鉱石
Alloy Coil : Machalite Ore x2, Pelagicite Ore x2, Iron Ore x3 : 2 マカライト鉱石, 2 シーブライト鉱石, 3 鉄鉱石
Alloy Greaves : Machalite Ore x4, Earth Crystal x2, Iron Ore x2 : 4 マカライト鉱石, 2 大地の結晶, 2 鉄鉱石
Alloy Cap : Machalite Ore x3, Earth Crystal x2, Iron Ore x3 : 3 マカライト鉱石, 2 大地の結晶, 3 鉄鉱石
Alloy Vest : Machalite Ore x3, Pelagicite Ore x2, Iron Ore x2 : 3 マカライト鉱石, 2 シーブライト鉱石, 2 鉄鉱石
Alloy Guards : Machalite Ore x2, Earth Crystal x2, Iron Ore x4 : 2 マカライト鉱石, 2 大地の結晶, 4 鉄鉱石
Alloy Coat : Machalite Ore x2, Pelagicite Ore x2, Iron Ore x3 : 2 マカライト鉱石, 2 シーブライト鉱石, 3 鉄鉱石
Alloy Leggings : Machalite Ore x4, Earth Crystal x2, Iron Ore x2 : 4 マカライト鉱石, 2 大地の結晶, 2 鉄鉱石
Bone Helm : Big Fin x3, Unknown Skull x1, Sharpened Fang x2 : 3 大きなヒレ, 1 なぞの頭骨, 2 とがった牙
Bone Mail : Jumbo Bone x1, Mystery Bone x4, Sharpened Fang x2 : 1 大きな骨, 4 なぞの骨, 2 とがった牙
Bone Vambraces : Monster Bone S x3, Mystery Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 なぞの骨, 2 とがった牙
Bone Faulds : Monster Bone S x3, Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 棒状の骨, 2 とがった牙
Bone Greaves : Monster Bone M x2, Bone x2, Mystery Bone x4 : 2 竜骨【中】, 2 棒状の骨, 4 なぞの骨
Bone Cap : Big Fin x3, Unknown Skull x1, Sharpened Fang x2 : 3 大きなヒレ, 1 なぞの頭骨, 2 とがった牙
Bone Vest : Jumbo Bone x1, Mystery Bone x4, Sharpened Fang x2 : 1 大きな骨, 4 なぞの骨, 2 とがった牙
Bone Guards : Monster Bone S x3, Mystery Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 なぞの骨, 2 とがった牙
Bone Coat : Monster Bone S x3, Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 棒状の骨, 2 とがった牙
Bone Leggings : Monster Bone M x2, Bone x2, Mystery Bone x4 : 2 竜骨【中】, 2 棒状の骨, 4 なぞの骨
Bnahabra Hat : Bnahabra Shell x2, Bnahabra Wing x3, Killer Beetle x1, Carpenterbug x2 : 2 飛甲虫の甲殻, 3 飛甲虫の羽, 1 キラビートル, 2 セッチャクロアリ
Wroggi X Vest : G.Wroggi Piel x4, G.Wroggi Hide+ x4, Avian Stoutbone x3, Meldspar Ore x2 : 4 毒狗竜の厚皮, 4 毒狗竜の上皮, 3 堅牢な鳥竜骨, 2 メランジェ鉱石
Wroggi X Guards : Fey Wyvern Gem x1, G.Wroggi Brace+ x5, Toxin Sac x1, Bathycite Ore x3 : 1 幻鳥竜玉, 5 毒狗竜の堅腕甲, 1 猛毒袋, 3 デプスライト鉱石
Wroggi X Coat : G.Wroggi Piel x3, King's Beak x2, Wroggi Scale+ x4, Bathycite Ore x5 : 3 毒狗竜の厚皮, 2 王者のクチバシ, 4 フロギィの上鱗, 5 デプスライト鉱石
Wroggi X Leggings : G.Wroggi Piel x2, G.Wroggi Hide+ x4, Avian Stoutbone x4, Meldspar Ore x2 : 2 毒狗竜の厚皮, 4 毒狗竜の上皮, 4 堅牢な鳥竜骨, 2 メランジェ鉱石
Arzuros X Helm : Arzuros Cortex x3, Massive Bone x2, Arzuros Pelt+ x3, Eltalite Ore x6 : 3 青熊獣の重殻, 2 重厚な骨, 3 青熊獣の剛毛, 6 エルトライト鉱石
Arzuros X Mail : Arzuros Allbrace x2, Arzuros Cortex x2, Bnahabra Cutwing x3, Emperor Hopper x4 : 2 青熊獣の重腕甲, 2 青熊獣の重殻, 3 飛甲虫の斬羽, 4 皇帝バッタ
Arzuros X Vambraces : Arzuros Cortex x3, Arzuros Allbrace x3, Arzuros Pelt+ x3, Prized Stomach x2 : 3 青熊獣の重殻, 3 青熊獣の重腕甲, 3 青熊獣の剛毛, 2 極上の腹袋
Arzuros X Faulds : Arzuros Allbrace x2, Massive Bone x2, Arzuros Carapace x3, Eltalite Ore x6 : 2 青熊獣の重腕甲, 2 重厚な骨, 3 青熊獣の堅殻, 6 エルトライト鉱石
Arzuros X Greaves : Arzuros Allbrace x2, Crushing Fang x2, Bnaha Carapace x3, Emperor Hopper x4 : 2 青熊獣の重腕甲, 2 重厚な牙, 3 飛甲虫の堅殻, 4 皇帝バッタ
Arzuros X Cap : Arzuros Cortex x3, Massive Bone x2, Arzuros Pelt+ x3, Eltalite Ore x6 : 3 青熊獣の重殻, 2 重厚な骨, 3 青熊獣の剛毛, 6 エルトライト鉱石
Arzuros X Vest : Arzuros Allbrace x2, Arzuros Cortex x2, Bnahabra Cutwing x3, Emperor Hopper x4 : 2 青熊獣の重腕甲, 2 青熊獣の重殻, 3 飛甲虫の斬羽, 4 皇帝バッタ
Arzuros X Guards : Arzuros Cortex x3, Arzuros Allbrace x3, Arzuros Pelt+ x3, Prized Stomach x2 : 3 青熊獣の重殻, 3 青熊獣の重腕甲, 3 青熊獣の剛毛, 2 極上の腹袋
Arzuros X Coat : Arzuros Allbrace x2, Massive Bone x2, Arzuros Carapace x3, Eltalite Ore x6 : 2 青熊獣の重腕甲, 2 重厚な骨, 3 青熊獣の堅殻, 6 エルトライト鉱石
Arzuros X Leggings : Arzuros Allbrace x2, Crushing Fang x2, Bnaha Carapace x3, Emperor Hopper x4 : 2 青熊獣の重腕甲, 2 重厚な牙, 3 飛甲虫の堅殻, 4 皇帝バッタ
Lagombi X Helm : Lagombi Auricle x2, Lagombi Fur x2, Great Baggi Piel x4, Flutterfly x1 : 2 白兎獣の地獄耳, 2 白兎獣の豪剛毛, 4 眠狗竜の厚皮, 1 マボロシチョウ
Lagombi X Mail : Lagombi Fur x3, Lagom Plastron+ x3, Imperial Crest x4, Emperor Hopper x3 : 3 白兎獣の豪剛毛, 3 白兎獣の堅腹甲, 4 偉大なトサカ, 3 皇帝バッタ
Lagombi X Vambraces : Lagombi Auricle x1, Lagombi Fur x2, Crushing Fang x2, Supple Piel x6 : 1 白兎獣の地獄耳, 2 白兎獣の豪剛毛, 2 重厚な牙, 6 柔軟な厚皮
Lagombi X Faulds : Lagombi Fur x3, Lagombi Claw+ x1, Stoutbone x2, Emperor Hopper x3 : 3 白兎獣の豪剛毛, 1 白兎獣の凍爪, 2 堅牢な骨, 3 皇帝バッタ
Lagombi X Greaves : Lagombi Fur x3, Lagom Plastron+ x4, Lagombi Claw+ x3, Eltalite Ore x8 : 3 白兎獣の豪剛毛, 4 白兎獣の堅腹甲, 3 白兎獣の凍爪, 8 エルトライト鉱石
Lagombi X Cap : Lagombi Auricle x2, Lagombi Fur x2, Great Baggi Piel x4, Flutterfly x1 : 2 白兎獣の地獄耳, 2 白兎獣の豪剛毛, 4 眠狗竜の厚皮, 1 マボロシチョウ
Lagombi X Vest : Lagombi Fur x3, Lagom Plastron+ x3, Imperial Crest x4, Emperor Hopper x3 : 3 白兎獣の豪剛毛, 3 白兎獣の堅腹甲, 4 偉大なトサカ, 3 皇帝バッタ
Lagombi X Guards : Lagombi Auricle x1, Lagombi Fur x2, Crushing Fang x2, Supple Piel x6 : 1 白兎獣の地獄耳, 2 白兎獣の豪剛毛, 2 重厚な牙, 6 柔軟な厚皮
Lagombi X Coat : Lagombi Fur x3, Lagombi Claw+ x1, Stoutbone x2, Emperor Hopper x3 : 3 白兎獣の豪剛毛, 1 白兎獣の凍爪, 2 堅牢な骨, 3 皇帝バッタ
Lagombi X Leggings : Lagombi Fur x3, Lagom Plastron+ x4, Lagombi Claw+ x3, Eltalite Ore x8 : 3 白兎獣の豪剛毛, 4 白兎獣の堅腹甲, 3 白兎獣の凍爪, 8 エルトライト鉱石
Volvidon X Helm : Volvidon Talon x3, Volvidon Cortex x3, Monster Essence x3, Firecell Stone x2 : 3 赤甲獣の剛爪, 3 赤甲獣の重殻, 3 モンスターの特濃, 2 獄炎石
Volvidon X Mail : Volvidon Cortex x3, G.Wroggi Piel x3, Massive Bone x2, Firecell Stone x3 : 3 赤甲獣の重殻, 3 毒狗竜の厚皮, 2 重厚な骨, 3 獄炎石
Volvidon X Vambraces : Volvidon Talon x3, Omniplegia Sac x6, Massive Bone x3, Eltalite Ore x5 : 3 赤甲獣の剛爪, 6 強力麻痺袋, 3 重厚な骨, 5 エルトライト鉱石
Volvidon X Faulds : Volvidon Cortex x3, Volvi Rickrack x5, Monster Essence x3, Firecell Stone x2 : 3 赤甲獣の重殻, 5 赤甲獣の蛇腹甲, 3 モンスターの特濃, 2 獄炎石
Volvidon X Greaves : Volvidon Talon x3, Volvidon Cortex x3, Crushing Fang x2, Eltalite Ore x2 : 3 赤甲獣の剛爪, 3 赤甲獣の重殻, 2 重厚な牙, 2 エルトライト鉱石
Volvidon X Cap : Volvidon Talon x3, Volvidon Cortex x3, Monster Essence x3, Firecell Stone x2 : 3 赤甲獣の剛爪, 3 赤甲獣の重殻, 3 モンスターの特濃, 2 獄炎石
Volvidon X Vest : Volvidon Cortex x3, G.Wroggi Piel x3, Massive Bone x2, Firecell Stone x3 : 3 赤甲獣の重殻, 3 毒狗竜の厚皮, 2 重厚な骨, 3 獄炎石
Volvidon X Guards : Volvidon Talon x3, Omniplegia Sac x6, Massive Bone x3, Eltalite Ore x5 : 3 赤甲獣の剛爪, 6 強力麻痺袋, 3 重厚な骨, 5 エルトライト鉱石
Volvidon X Coat : Volvidon Cortex x3, Volvi Rickrack x5, Monster Essence x3, Firecell Stone x2 : 3 赤甲獣の重殻, 5 赤甲獣の蛇腹甲, 3 モンスターの特濃, 2 獄炎石
Volvidon X Leggings : Volvidon Talon x3, Volvidon Cortex x3, Crushing Fang x2, Eltalite Ore x2 : 3 赤甲獣の剛爪, 3 赤甲獣の重殻, 2 重厚な牙, 2 エルトライト鉱石
Ingot X Helm : Allfire Stone x2, Gracium x2, Eltalite Ore x2, Carbalite Ore x5 : 2 真紅蓮石, 2 グラシスメタル, 2 エルトライト鉱石, 5 カブレライト鉱石
Ingot X Mail : Allfire Stone x3, Firecell Stone x3, Eltalite Ore x2, Carbalite Ore x5 : 3 真紅蓮石, 3 獄炎石, 2 エルトライト鉱石, 5 カブレライト鉱石
Ingot X Vambraces : Allfire Stone x2, Gracium x4, Eltalite Ore x2, Lava Nugget x2 : 2 真紅蓮石, 4 グラシスメタル, 2 エルトライト鉱石, 2 溶岩塊
Ingot X Coil : Allfire Stone x2, Firecell Stone x3, Eltalite Ore x2, Lava Nugget x2 : 2 真紅蓮石, 3 獄炎石, 2 エルトライト鉱石, 2 溶岩塊
Ingot X Greaves : Allfire Stone x3, Gracium x2, Eltalite Ore x1, Carbalite Ore x5 : 3 真紅蓮石, 2 グラシスメタル, 1 エルトライト鉱石, 5 カブレライト鉱石
Ingot X Cap : Allfire Stone x2, Gracium x2, Eltalite Ore x2, Carbalite Ore x5 : 2 真紅蓮石, 2 グラシスメタル, 2 エルトライト鉱石, 5 カブレライト鉱石
Ingot X Vest : Allfire Stone x3, Firecell Stone x3, Eltalite Ore x2, Carbalite Ore x5 : 3 真紅蓮石, 3 獄炎石, 2 エルトライト鉱石, 5 カブレライト鉱石
Ingot X Guards : Allfire Stone x2, Gracium x4, Eltalite Ore x2, Lava Nugget x2 : 2 真紅蓮石, 4 グラシスメタル, 2 エルトライト鉱石, 2 溶岩塊
Ingot X Coat : Allfire Stone x2, Firecell Stone x3, Eltalite Ore x2, Lava Nugget x2 : 2 真紅蓮石, 3 獄炎石, 2 エルトライト鉱石, 2 溶岩塊
Ingot X Leggings : Allfire Stone x3, Gracium x2, Eltalite Ore x1, Carbalite Ore x5 : 3 真紅蓮石, 2 グラシスメタル, 1 エルトライト鉱石, 5 カブレライト鉱石
Dianthus Weal Cap : Meldspar Ore x3, Gloamgrass Bud x1, Rusted Fragment x10, Bumblepumpkin x3 : 3 メランジェ鉱石, 1 落陽草の花, 10 さびた破片, 3 ペピポパンプキン
Dianthus Weal Coat : Meldspar Ore x2, Gloamgrass Bud x1, Blue Cutthroat x3, Large Fragment x4 : 2 メランジェ鉱石, 1 落陽草の花, 3 イチノタチウオ, 4 大きな太古の破片
Dianthus Weal Cuffs : Meldspar Ore x3, Gloamgrass Bud x1, Humspun Conch x3, Slender Fragment x4 : 3 メランジェ鉱石, 1 落陽草の花, 3 うなりうねり貝, 4 細い太古の破片
Dianthus Weal Skirt : Meldspar Ore x2, Gloamgrass Bud x1, Chum-Chum Ticket x3, Gourmet Voucher x3 : 2 メランジェ鉱石, 1 落陽草の花, 3 トモダチケット, 3 高級お食事券
Dianthus Weal Pants : Meldspar Ore x3, Gloamgrass Bud x1, Bindshroom x2, Long Fragment x4 : 3 メランジェ鉱石, 1 落陽草の花, 2 オオマヒシメジ, 4 長い太古の破片
Campanile Weal Cap : Meldspar Ore x3, Gloamgrass Bud x1, Rusted Fragment x10, Bumblepumpkin x3 : 3 メランジェ鉱石, 1 落陽草の花, 10 さびた破片, 3 ペピポパンプキン
Campanile Weal Coat : Meldspar Ore x2, Gloamgrass Bud x1, Blue Cutthroat x3, Large Fragment x4 : 2 メランジェ鉱石, 1 落陽草の花, 3 イチノタチウオ, 4 大きな太古の破片
Campanile Weal Cuffs : Meldspar Ore x3, Gloamgrass Bud x1, Humspun Conch x3, Slender Fragment x4 : 3 メランジェ鉱石, 1 落陽草の花, 3 うなりうねり貝, 4 細い太古の破片
Campanile Weal Skirt : Meldspar Ore x2, Gloamgrass Bud x1, Chum-Chum Ticket x3, Gourmet Voucher x3 : 2 メランジェ鉱石, 1 落陽草の花, 3 トモダチケット, 3 高級お食事券
Campanile Weal Pants : Meldspar Ore x3, Gloamgrass Bud x1, Bindshroom x2, Long Fragment x4 : 3 メランジェ鉱石, 1 落陽草の花, 2 オオマヒシメジ, 4 長い太古の破片
Sailor's Hat : Hunter King Coin x3, Pinnacle Coin x5, Purecrystal x5, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 闘技王のコイン, 5 ピュアクリスタル, 3 覇王の証
Sailor's Suit : Hunter King Coin x3, Flying Coin x5, Flutterfly x5, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 飛竜のコイン, 5 マボロシチョウ, 3 覇王の証
Sailor's Gloves : Hunter King Coin x3, Leviathan Coin x5, Allfire Stone x8, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 海竜のコイン, 6 真紅蓮石, 3 覇王の証
Sailor's Skirt : Hunter King Coin x3, Brute Coin x5, Eltalite Ore x8, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 獣竜のコイン, 8 エルトライト鉱石, 3 覇王の証
Sailor's Socks : Hunter King Coin x3, Piscine Coin x5, Meldspar Ore x4, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 水竜のコイン, 4 メランジェ鉱石, 3 覇王の証
Sailor's Cap : Hunter King Coin x3, Pinnacle Coin x5, Purecrystal x5, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 闘技王のコイン, 5 ピュアクリスタル, 3 覇王の証
Sailor's Vest : Hunter King Coin x3, Flying Coin x5, Flutterfly x5, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 飛竜のコイン, 5 マボロシチョウ, 3 覇王の証
Sailor's Sleeves : Hunter King Coin x3, Leviathan Coin x5, Allfire Stone x8, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 海竜のコイン, 6 真紅蓮石, 3 覇王の証
Sailor's Mini : Hunter King Coin x3, Brute Coin x5, Eltalite Ore x8, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 獣竜のコイン, 8 エルトライト鉱石, 3 覇王の証
Sailor's Sandals : Hunter King Coin x3, Piscine Coin x5, Meldspar Ore x4, Conqueror's Seal x3 : 3 狩猟王のコイン, 5 水竜のコイン, 4 メランジェ鉱石, 3 覇王の証
Qurupeco X Helm : Alluring Beak x2, Peco Fellwing x2, Avian Stoutbone x3, Emperor Hopper x3 : 2 魅惑のクチバシ, 2 彩鳥の剛翼, 3 堅牢な鳥竜骨, 3 皇帝バッタ
Qurupeco X Mail : Qurupeco Shard x3, Lustrous Feather x2, Avian Stoutbone x3, Flutterfly x1 : 3 彩鳥の厚鱗, 2 極彩色の艶羽根, 3 堅牢な鳥竜骨, 1 マボロシチョウ
Qurupeco X Vambraces : Qurupeco Shard x3, Quality Flint x1, Lustrous Feather x4, Flutterfly x1 : 3 彩鳥の厚鱗, 1 高級火打石, 4 極彩色の艶羽根, 1 マボロシチョウ
Qurupeco X Coil : Peco Fellwing x2, Qurupeco Shard x3, Massive Bone x2, King Scarab x5 : 2 彩鳥の剛翼, 3 彩鳥の厚鱗, 2 重厚な骨, 5 王族カナブン
Qurupeco X Greaves : Peco Fellwing x2, Qurupeco Shard x3, Lustrous Feather x2, Emperor Hopper x3 : 2 彩鳥の剛翼, 3 彩鳥の厚鱗, 2 極彩色の艶羽根, 3 皇帝バッタ
Qurupeco X Cap : Alluring Beak x2, Peco Fellwing x2, Avian Stoutbone x3, Emperor Hopper x3 : 2 魅惑のクチバシ, 2 彩鳥の剛翼, 3 堅牢な鳥竜骨, 3 皇帝バッタ
Qurupeco X Vest : Qurupeco Shard x3, Lustrous Feather x2, Avian Stoutbone x3, Flutterfly x1 : 3 彩鳥の厚鱗, 2 極彩色の艶羽根, 3 堅牢な鳥竜骨, 1 マボロシチョウ
Qurupeco X Guards : Qurupeco Shard x3, Quality Flint x1, Lustrous Feather x4, Flutterfly x1 : 3 彩鳥の厚鱗, 1 高級火打石, 4 極彩色の艶羽根, 1 マボロシチョウ
Qurupeco X Coat : Peco Fellwing x2, Qurupeco Shard x3, Massive Bone x2, King Scarab x5 : 2 彩鳥の剛翼, 3 彩鳥の厚鱗, 2 重厚な骨, 5 王族カナブン
Qurupeco X Leggings : Peco Fellwing x2, Qurupeco Shard x3, Lustrous Feather x2, Emperor Hopper x3 : 2 彩鳥の剛翼, 3 彩鳥の厚鱗, 2 極彩色の艶羽根, 3 皇帝バッタ
Qurupeco Z Helm : C.Peco Fellwing x1, Alluring Beak x3, Avian Stoutbone x2, Flutterfly x1 : 1 紅彩鳥の剛翼, 3 魅惑のクチバシ, 2 堅牢な鳥竜骨, 1 マボロシチョウ
Qurupeco Z Mail : C.Peco Shard x3, Lustrous Feather x2, Massive Bone x1, Flutterfly x1 : 3 紅彩鳥の厚鱗, 2 極彩色の艶羽根, 1 重厚な骨, 1 マボロシチョウ
Qurupeco Z Vambraces : High Voltstone x3, C.Peco Shard x3, Lustrous Feather x2, Emperor Hopper x3 : 3 高圧電気石, 3 紅彩鳥の厚鱗, 2 極彩色の艶羽根, 3 皇帝バッタ
Qurupeco Z Coil : C.Peco Fellwing x3, C.Peco Shard x3, Monster Slogbone x1, Emperor Hopper x3 : 3 紅彩鳥の剛翼, 3 紅彩鳥の厚鱗, 1 重竜骨, 3 皇帝バッタ
Qurupeco Z Greaves : C.Peco Shard x3, C.Peco Fellwing x2, Lrg Wyvern Stone x1, Hercudrome x5 : 3 紅彩鳥の厚鱗, 2 紅彩鳥の剛翼, 1 大竜玉, 5 ドスヘラクレス
Qurupeco Z Cap : C.Peco Fellwing x1, Alluring Beak x3, Avian Stoutbone x2, Flutterfly x1 : 1 紅彩鳥の剛翼, 3 魅惑のクチバシ, 2 堅牢な鳥竜骨, 1 マボロシチョウ
Qurupeco Z Vest : C.Peco Shard x3, Lustrous Feather x2, Massive Bone x1, Flutterfly x1 : 3 紅彩鳥の厚鱗, 2 極彩色の艶羽根, 1 重厚な骨, 1 マボロシチョウ
Qurupeco Z Guards : High Voltstone x3, C.Peco Shard x3, Lustrous Feather x2, Emperor Hopper x3 : 3 高圧電気石, 3 紅彩鳥の厚鱗, 2 極彩色の艶羽根, 3 皇帝バッタ
Qurupeco Z Coat : C.Peco Fellwing x3, C.Peco Shard x3, Monster Slogbone x1, Emperor Hopper x3 : 3 紅彩鳥の剛翼, 3 紅彩鳥の厚鱗, 1 重竜骨, 3 皇帝バッタ
Qurupeco Z Leggings : C.Peco Shard x3, C.Peco Fellwing x2, Lrg Wyvern Stone x1, Hercudrome x5 : 3 紅彩鳥の厚鱗, 2 紅彩鳥の剛翼, 1 大竜玉, 5 ドスヘラクレス
Ludroth X Helm : Chic Crest x2, R.Ludroth Shard x3, R.Ludroth Lash x1, Flood Sac x2 : 2 イカしたトサカ, 3 水獣の厚鱗, 1 水獣の靭尾, 2 特大水袋
Ludroth X Mail : Spongy Piel x3, Supple Piel x4, Hydro Hide+ x6, Flutterfly x1 : 3 海綿質の厚皮, 4 柔軟な厚皮, 6 水生獣の上皮, 1 マボロシチョウ
Ludroth X Vambraces : R.Ludroth Talon x3, R.Ludroth Shard x4, Spongy Piel x2, Emperor Hopper x5 : 3 水獣の剛爪, 4 水獣の厚鱗, 2 海綿質の厚皮, 5 皇帝バッタ
Ludroth X Faulds : R.Ludroth Shard x4, Supple Piel x6, Massive Bone x2, R.Ludroth Lash x1 : 4 水獣の厚鱗, 6 柔軟な厚皮, 2 重厚な骨, 1 水獣の靭尾
Ludroth X Greaves : R.Ludroth Talon x2, R.Ludroth Shard x3, Spongy Hide+ x3, Emperor Hopper x5 : 2 水獣の剛爪, 3 水獣の厚鱗, 3 海綿質の上皮, 5 皇帝バッタ
Ludroth X Cap : Chic Crest x2, R.Ludroth Shard x3, R.Ludroth Lash x1, Flood Sac x2 : 2 イカしたトサカ, 3 水獣の厚鱗, 1 水獣の靭尾, 2 特大水袋
Ludroth X Vest : Spongy Piel x3, Supple Piel x4, Hydro Hide+ x6, Flutterfly x1 : 3 海綿質の厚皮, 4 柔軟な厚皮, 6 水生獣の上皮, 1 マボロシチョウ
Ludroth X Guards : R.Ludroth Talon x3, R.Ludroth Shard x4, Spongy Piel x2, Emperor Hopper x5 : 3 水獣の剛爪, 4 水獣の厚鱗, 2 海綿質の厚皮, 5 皇帝バッタ
Ludroth X Coat : R.Ludroth Shard x4, Supple Piel x6, Massive Bone x2, R.Ludroth Lash x1 : 4 水獣の厚鱗, 6 柔軟な厚皮, 2 重厚な骨, 1 水獣の靭尾
Ludroth X Leggings : R.Ludroth Talon x2, R.Ludroth Shard x3, Spongy Hide+ x3, Emperor Hopper x5 : 2 水獣の剛爪, 3 水獣の厚鱗, 3 海綿質の上皮, 5 皇帝バッタ
Ludroth Z Helm : P.Ludroth Shard x3, Chic Crest x2, R.Ludroth Lash x1, Emperor Hopper x5 : 3 紫水獣の厚鱗, 2 イカしたトサカ, 1 水獣の靭尾, 5 皇帝バッタ
Ludroth Z Mail : Plum Spongy Piel x3, Supple Piel x4, Hydro Hide+ x6, R.Ludroth Lash x1 : 3 海綿質の紫厚皮, 4 柔軟な厚皮, 6 水生獣の上皮, 1 水獣の靭尾
Ludroth Z Vambraces : P.Ludroth Talon x4, Plum Spongy Piel x2, P.Ludroth Shard x2, Flood Sac x2 : 4 紫水獣の剛爪, 2 海綿質の紫厚皮, 2 紫水獣の厚鱗, 2 特大水袋
Ludroth Z Faulds : Plum Spongy Piel x3, Supple Piel x6, Massive Bone x2, Flutterfly x1 : 2 海綿質の紫厚皮, 6 柔軟な厚皮, 2 重厚な骨, 1 マボロシチョウ
Ludroth Z Greaves : P.Ludroth Talon x3, P.Ludroth Shard x3, Spongy Hide+ x3, Eltalite Ore x5 : 3 紫水獣の剛爪, 3 紫水獣の厚鱗, 3 海綿質の上皮, 5 エルトライト鉱石
Ludroth Z Cap : P.Ludroth Shard x3, Chic Crest x2, R.Ludroth Lash x1, Emperor Hopper x5 : 3 紫水獣の厚鱗, 2 イカしたトサカ, 1 水獣の靭尾, 5 皇帝バッタ
